iter	Logloss
512	0.03828265064
513	0.03817521027
514	0.03800026657
515	0.03791037691
516	0.03776905286
517	0.03757914603
518	0.0375217728
519	0.03742434327
520	0.03737526922
521	0.03721083055
522	0.03706999925
523	0.03690148571
524	0.03676396063
525	0.03663221789
526	0.03647654759
527	0.03634369268
528	0.03632743451
529	0.03626108387
530	0.03625469741
531	0.0362355349
532	0.03612934562
533	0.03600584682
534	0.03588405008
535	0.03575287289
536	0.03565645486
537	0.03549042649
538	0.03542439105
539	0.03531905812
540	0.03512793496
541	0.03500524438
542	0.03487057626
543	0.03476016942
544	0.03474220831
545	0.03462277159
546	0.03449915716
547	0.03449112829
548	0.03438640234
549	0.03426443794
550	0.03414877638
551	0.03413134621
552	0.03401480155
553	0.03389117522
554	0.03383434616
555	0.03373850447
556	0.03370434483
557	0.03361900604
558	0.03348276473
559	0.03345111165
560	0.03331980052
561	0.0332992199
562	0.03320300741
563	0.03319814723
564	0.03314581519
565	0.03305203696
566	0.03294003796
567	0.03292806828
568	0.03281856517
569	0.03271150416
570	0.03260970651
571	0.03249044978
572	0.03241090222
573	0.03227892579
574	0.03219014975
575	0.03210836494
576	0.03198301359
577	0.03189410942
578	0.0318750876
579	0.03179187091
580	0.0317873314
581	0.0317198066
582	0.0316200134
583	0.03152716748
584	0.03148653416
585	0.03142567629
586	0.03127830971
587	0.03126686535
588	0.03117638391
589	0.03106345468
590	0.03097357067
591	0.03089982773
592	0.03082779199
593	0.03076086259
594	0.03071949893
595	0.0306921322
596	0.03057646515
597	0.03051960588
598	0.03051525487
599	0.0304329796
600	0.03036155881
601	0.03030211102
602	0.03020961721
603	0.03012955627
604	0.03004540101
605	0.02997238635
606	0.02990087501
607	0.02983384629
608	0.02971603498
609	0.02958416575
610	0.02948891216
611	0.02936165353
612	0.02927008717
613	0.02919528168
614	0.02910902025
615	0.02909503108
616	0.02907150226
617	0.0289911563
618	0.02896192372
619	0.02886381648
620	0.02877604435
621	0.02868991243
622	0.02863776661
623	0.02855340443
624	0.02849837809
625	0.0284398827
626	0.02833920958
627	0.02830667565
628	0.02825594266
629	0.02814956713
630	0.02802963162
631	0.02794583889
632	0.02789438888
633	0.02785866521
634	0.02778712807
635	0.02771821904
636	0.02765068823
637	0.02753572827
638	0.0274492621
639	0.02738381566
640	0.02736003399
641	0.02728713145
642	0.0271990393
643	0.02710498072
644	0.02705772029
645	0.0269911059
646	0.02692327137
647	0.02687708894
648	0.02681167396
649	0.02675536495
650	0.02664649592
651	0.0265924983
652	0.02649785193
653	0.02642851497
654	0.02640840019
655	0.02633068671
656	0.02628697589
657	0.02621455658
658	0.02614850245
659	0.02607774335
660	0.02601646862
661	0.02595634632
662	0.02592440733
663	0.02586632804
664	0.02583381673
665	0.02576859171
666	0.0257294163
667	0.02568685708
668	0.02559576626
669	0.02553340087
670	0.02550965574
671	0.02548554868
672	0.02541764168
673	0.02537060603
674	0.02530403807
675	0.02528490241
676	0.02522676397
677	0.02513981482
678	0.02508836851
679	0.02503370524
680	0.02497039864
681	0.02489889704
682	0.02481501483
683	0.02479248616
684	0.02477486211
685	0.02471621373
686	0.02467932144
687	0.02464503255
688	0.02459646058
689	0.024521796
690	0.02445556293
691	0.02438979827
692	0.02431394027
693	0.02425891726
694	0.02417227409
695	0.02408941862
696	0.02406761223
697	0.02401971075
698	0.023949004
699	0.02388550084
700	0.02381364386
701	0.02375644227
702	0.02370023315
703	0.02364793778
704	0.02361363692
705	0.02357111362
706	0.0235281536
707	0.02346364742
708	0.02342018891
709	0.02338326017
710	0.02334561367
711	0.02329716462
712	0.02320772682
713	0.0231693348
714	0.02310213244
715	0.02305420993
716	0.02302169194
717	0.02296108794
718	0.02291072167
719	0.02287294433
720	0.02278676484
721	0.02271339854
722	0.02263648902
723	0.02259591838
724	0.0225381732
725	0.02248193627
726	0.02241227611
727	0.02234717858
728	0.02230693219
729	0.02229979196
730	0.02227106809
731	0.02222568386
732	0.02218187664
733	0.02213363946
734	0.02209065869
735	0.02201497695
736	0.0219622925
737	0.02191918996
738	0.02185941449
739	0.02181905037
740	0.02176679116
741	0.02169066649
742	0.02161598888
743	0.02157605179
744	0.02153103215
745	0.02147407832
746	0.0214144484
747	0.02137247751
748	0.02132959585
749	0.02127693775
750	0.02126947878
751	0.02122247978
752	0.02119247703
753	0.02117317304
754	0.02109373762
755	0.02107881716
756	0.02103860881
757	0.02096745351
758	0.02092101101
759	0.0208676217
760	0.02081302406
761	0.02075023316
762	0.02069161574
763	0.02063169079
764	0.02057670356
765	0.02051585614
766	0.02046734311
767	0.0204503542
768	0.0204039608
769	0.02036363049
770	0.02032949391
771	0.02026944567
772	0.02023608239
773	0.02018339873
774	0.02013811266
775	0.02009540149
776	0.02006005869
777	0.02002434092
778	0.01998391467
779	0.01993809487
780	0.01989013245
781	0.01985844655
782	0.01982371689
783	0.0197540349
784	0.0197236322
785	0.01966932734
786	0.01962793938
787	0.0196211888
788	0.01956782618
789	0.01951814786
790	0.01947109898
791	0.01947108976
792	0.01941828386
793	0.01941734443
794	0.01941043157
795	0.01940589077
796	0.01935259692
797	0.01932968193
798	0.01928039204
799	0.01924928703
800	0.01920243077
801	0.01915570532
802	0.01912306567
803	0.01911645883
804	0.01909576235
805	0.01908304696
806	0.01905139084
807	0.01899045703
808	0.01896191161
809	0.01890588923
810	0.01888271369
811	0.01885927331
812	0.018847551
813	0.01879537995
814	0.01875865957
815	0.01872248243
816	0.01869909006
817	0.0186350681
818	0.01862308686
819	0.01857154847
820	0.01852173543
821	0.01848731428
822	0.01845010752
823	0.01841331294
824	0.01836702692
825	0.01830476318
826	0.0182650569
827	0.01821786014
828	0.01821181324
829	0.01817075046
830	0.01814162188
831	0.01812981989
832	0.01808662304
833	0.01804004771
834	0.01801527074
835	0.01798280206
836	0.01795105769
837	0.0179161953
838	0.01786180253
839	0.01783517342
840	0.01780648263
841	0.01775662363
842	0.01770813561
843	0.01767273307
844	0.01765649943
845	0.01763837004
846	0.01761630872
847	0.01758407146
848	0.01755076221
849	0.01752341306
850	0.0174745028
851	0.01743983262
852	0.01740732617
853	0.01737023596
854	0.0173496644
855	0.01732151844
856	0.01727644706
857	0.01724561004
858	0.01723978043
859	0.01720442184
860	0.0171721142
861	0.01714628586
862	0.01713719687
863	0.01712920201
864	0.01709453411
865	0.01708898619
866	0.01704998887
867	0.01702854515
868	0.01699498306
869	0.01696986871
870	0.01692969813
871	0.01689870272
872	0.01689099699
873	0.01687496953
874	0.01685387199
875	0.0168303792
876	0.01679401911
877	0.01678763301
878	0.01675948633
879	0.016736055
880	0.0167271849
881	0.01671113952
882	0.01669285041
883	0.01666237779
884	0.01663040864
885	0.0166201413
886	0.01658022997
887	0.01654189284
888	0.01651245933
889	0.01648733129
890	0.01645650577
891	0.01644188041
892	0.01642641702
893	0.01638524733
894	0.01637430971
895	0.01633557705
896	0.01630668423
897	0.01627966447
898	0.01625987072
899	0.01623298
900	0.01622036146
901	0.01620792195
902	0.01619448824
903	0.016167567
904	0.01614126483
905	0.0161053243
906	0.01606814362
907	0.01603093118
908	0.0159959082
909	0.0159904747
910	0.01596366718
911	0.01593802688
912	0.0159126712
913	0.01588037802
914	0.01585502847
915	0.01583290653
916	0.01578452708
917	0.01574783819
918	0.0157177407
919	0.01569816923
920	0.01567183883
921	0.01564012994
922	0.01560361179
923	0.01558369989
924	0.01555304787
925	0.01552523152
926	0.01549901347
927	0.01547338702
928	0.01544162825
929	0.01540342752
930	0.01536259402
931	0.01533496947
932	0.01529906587
933	0.0152688722
934	0.01522364418
935	0.01521945286
936	0.01520581266
937	0.01518280778
938	0.01515444852
939	0.01513229857
940	0.01512502617
941	0.01509945499
942	0.01508370735
943	0.01507255472
944	0.01504808465
945	0.01504360392
946	0.01501409484
947	0.01500545301
948	0.01497585887
949	0.01496487312
950	0.0149422907
951	0.01492107529
952	0.01489326886
953	0.01487278423
954	0.01483161942
955	0.01480724314
956	0.01477844847
957	0.01475956367
958	0.01473992013
959	0.01473309315
960	0.01469984779
961	0.01467765027
962	0.01465647242
963	0.01463157943
964	0.0146232324
965	0.01461462891
966	0.01459160749
967	0.01457429304
968	0.01453667786
969	0.01450586844
970	0.01447223876
971	0.01444597668
972	0.01442213603
973	0.01439755387
974	0.01437190641
975	0.01435277937
976	0.0143407906
977	0.01433817735
978	0.01431578648
979	0.01429199699
980	0.014276055
981	0.01425754567
982	0.01425465033
983	0.01422364727
984	0.01420683653
985	0.01418734171
986	0.01417038807
987	0.01415146307
988	0.01413448209
989	0.01411314596
990	0.0140872118
991	0.01406077427
992	0.01403282343
993	0.01399673251
994	0.01396993205
995	0.0139470525
996	0.01393975844
997	0.01391730273
998	0.01388759131
999	0.0138692703
